Nr. factura,Predictie
40445,351.04574870938933
40454,253.11594030427216
40459,298.07585236021606
40469,559.4653412251208
40470,1052.0043786126425
40474,275.60589638797967
40531,533.0453929413236
40535,84.91626878771635
40536,236.4859725613709
40539,198.66604655054823
40564,92.0062550256516
40576,775.7349185567882
40597,339.5557714237275
40598,263.9459190977971
40602,258.02593042257763
40699,247.32595141063135
37675,1909.2327031233763
40797,316.3558165692054
40801,1935.0026529707725
40879,164.77611273981537
37676,380.0056922903456
40822,179.27608464176464
40826,69.33629935317951
40828,28.9863781009334
40829,40.516355609537364
40849,32.806370630915694
40852,1174.7341390026754
40899,160.20612168756804
40907,695.2250761682881
40925,391.68566922050746
37681,196.7060502426252
37685,710.43504636956
40970,137.00616730453768
40971,24.93638617500052
40978,112.80621442032887
40979,165.77611076950208
37687,145.19615118653164
41059,48.506340262787376
41061,71.34629546828852
41073,712.0650431956686
41513,47.646341598923044
41075,899.9946756870662
41090,810.7548501787863
37690,314.9958193619895
37691,380.8056906197966
37692,41.176354573165995
41139,312.8858231610168
41140,312.8858231610168
41163,87.04626462866842
37693,348.86575306125127
41199,91.62625573665132
37694,963.9045509713636
37695,28.566379060482667
37696,62.61631234850901
37697,307.03583487594614
41388,730.955006089609
41398,62.26631322671537
41530,1281.083931157229
41531,286.15587550687627
41549,475.31550589540285
41577,139.9961613378623
12580,1311.403871945401
41575,193.91605590953628
41576,216.22601240447915
41978,820.0348321205953
41997,1029.154423351406
42000,291.225865573967
42008,289.2658697375357
42009,455.96554373806975
42014,118.90620268431294
41597,762.3149451304101
41598,113.79621239428005
41599,828.8248151032963
41620,118.5162033395771
41629,528.1154027115471
41660,90.00625896627815
41672,178.13608677476373
41705,266.9259130753862
41735,2412.4917196343154
41737,593.3752751473248
41796,20.16639542251749
41797,495.0454673417363
41798,165.1661120845512
41800,129.57618152905258
41803,257.1959323974117
41812,52.30633268129857
41833,92.95625324815234
41868,156.1261295944285
41869,28.55637900474712
41879,256.12593444906787
41918,1949.6826244614863
41919,1949.612624542829
41920,925.7746255901978
42024,190.39606269416163
42027,43.806349428961425
42059,170.0561025628773
42098,278.1058914621965
42165,82.30627404339202
42174,8.756417639756583
42175,103.44623250412738
42371,119.25620180610657
42211,715.5750363553079
42215,447.1755607553686
42219,1009.5844618538578
42273,373.3757053158033
42275,108.44622312405278
42280,126.00618850649197
42288,995.0244900889869
42320,61.456314841528794
42326,376.48569907497097
42353,441.44557219614103
42375,104.66623034552092
42394,39.57635744277218
42411,347.8857551430356
42426,689.8750864265688
42805,256.22593406343987
42842,23.106389648656126
42468,103.68623242730528
42475,556.5553471661889
42481,562.4453356742017
42511,986.5345068923853
42538,109.80622033126869
42773,98.84624175616518
42492,66.35630537559044
42650,260.0259264819511
42776,125.0161905325408
42777,589.9452819620784
42672,85.54626758413833
42698,4736.33717798106
42889,153.51613485010418
42931,48.006341247944015
43025,20.356395067017637
43088,11635.75369327204
43454,273.15590112094884
43581,353.3457440833704
43091,675.6151144477976
43092,62.89631202313735
43096,456.06554335244164
43274,35.75636491278988
43310,252.32594155906494
43387,449.06555714463457
43561,220.99600315696222
43760,240.24596522843163
43142,638.9751860554262
43164,47.526341873079986
43180,1429.9936399078815
43183,822.0348281799687
43184,175.00609290412496
43234,457.945539685972
43239,140.02616103357718
43287,50.00633730731746
43269,127.8961848957579
43303,49.38633856663103
43304,364.4057227443377
43325,441.8055713736703
43335,111.50621707603449
43364,58.89631990439046
43394,150.70614040554415
43410,58.946319711576436
43430,93.63625185176032
43435,45.00634715888384
43466,90.0162590220137
43492,13.906407681239916
43493,5.506424043274733
43542,138.02616497420377
43552,67.51630288257066
43582,1434.2736317012568
43583,1547.6434101750883
43607,138.02616497420377
43616,72.09629399055355
43632,317.85581361373556
43654,111.99621603514228
43667,74.2562895272205
43669,322.22580496574716
43684,473.20551016592185
43738,929.8146174603951
43745,554.0653521477076
43746,48.60633987715934
43754,363.59572435915106
43825,55.496326414858885
43883,228.0359891162197
43892,90.0162590220137
43895,530.6153977857638
43906,11.786411896023406
43954,153.90613419484004
43981,131.92617718171144
43982,336.58577703038225
44084,110.81621841669099
44221,54.69632808540786
44237,62.746312130087624
44238,50.92633536261155
44599,80.00627866941093
44600,269.15590900220195
44809,314.8058197174894
44837,836.2148006558393
44847,307.6058338094466
44852,379.68569286426685
44024,109.93622011284731
44085,173.80609517420254
44087,6.406422458589492
44122,70.82629634197404
44140,816.0348400018485
44141,33.00637033115139
44174,90.0162590220137
44201,1438.833622697768
44205,332.6957845817428
44247,151.3261391462306
44249,1579.3233481704765
44279,14.466406559004811
44280,45.90634510270683
44338,4090.39844029354
44305,1007.7844650232281
44335,28.30637949732544
44337,11.606412307258807
44341,1007.8044651346992
44348,108.53622268268919
44357,37.00636244989828
44366,1166.8141542680828
44420,203.40603713582456
44428,49.71633757695358
44462,49.236338673581315
44483,109.4462211537395
44490,321.285806798982
44492,327.6157944589166
44522,174.6860934780462
44561,54.006329426064354
44638,33.57636926465184
44644,502.0154538538285
44645,168.6961053556614
44650,1908.8727039458472
44654,12.056411514916189
44722,54.40632835504398
44723,100.56623814091029
44732,183.2060768418544
44806,294.3158596931553
44857,60.496316563292496
44947,31.836372768435623
45082,55.17632698878012
45090,40.80635533990125
45091,11.356412799837127
45217,142.68615605657928
45218,18.776398048094915
45295,1769.7729758475616
45297,40.1063566248222
45364,38.90635889489977
45384,243.74595833233516
45397,109.11622167192519
45443,408.025637233045
45445,115.586209169174
45600,186.9960692046301
45870,1601.0433056204479
46024,26.736382534138272
44990,21.636392771332694
44998,185.45607240864956
45026,11.826411647473837
45028,98.50624221861531
45040,11.766411784552304
45071,164.99611255152217
45078,541.8553760354956
45079,254.80593699330245
45113,1025.5844303288454
45202,3853.678903160481
45250,95.34624865226164
45255,30.456375449748602
45286,26.976381985824403
45289,32.506371316308034
45313,692.4450814194428
45378,64.18630931169619
45396,337.005776070833
45402,603.8252546518494
45403,155.64613069105621
45429,46.70634343215786
45451,90.0162590220137
45478,37.946360616663476
45590,314.3458204540964
45616,173.50609585959486
45725,275.7158960580872
45742,213.2060182039479
45769,90.46625822967108
45776,825.0648224362355
45794,1006.4444679274833
45815,520.3654179814749
45816,29.686376816012462
45830,1507.9734875264503
46026,1719.173074791027
45808,123.70619313251086
46106,155.8361303355564
45819,733.5650013054251
45831,1572.55336135862
45837,144.10615312671672
45843,34.80636669028914
45844,17.926399911457914
45848,41.086354543037814
45849,30.056376049277205
45850,23.92638808957825
45887,79.59627921320397
45893,44.93634724022676
46258,1425.503648830027
45861,50.11633697742497
45882,135.9361693561939
45883,21.756392497175757
45941,147.51614667198382
45947,289.5958687478583
45972,331.6857864963206
45976,64.43630881911785
46058,162.36611769572673
46078,143.1961551271582
46087,1874.5927712618704
46089,305.70583736444513
46090,64.01630977866714
46213,65.00630775261831
46258,1406.0336869468506
46096,498.60546030856136
46098,81.72627505415603
46215,378.7956945046877
46225,162.49611747730535
46251,104.60623048259939
46409,1610.003288136178
46487,35.3063657051325
